date,year,eventLabel,typeLabel,category,impact,source,event_id
2005-01-01,2005,Vacina desenvolvida para Tuberculose,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,3805
1938-01-01,1938,Seca prolongada em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3806
1972-01-01,1972,Avanço tecnológico em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,3807
2002-01-01,2002,Eleições presidenciais em Estados Unidos,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3808
1981-01-01,1981,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3809
2006-01-01,2006,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3810
2008-01-01,2008,Invasão de China,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3811
2021-01-01,2021,Lançamento de Internet,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,3812
1921-01-01,1921,Eleições presidenciais em Itália,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3813
1950-01-01,1950,Cometa Evento_3813 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Médio,Synthetic_Historical_Dataset,3814
2007-01-01,2007,Teoria revolucionária em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,3815
2016-01-01,2016,Inundação em Europa,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3816
2014-01-01,2014,Avanço tecnológico em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3817
2005-01-01,2005,Mudança constitucional em Rússia,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3818
2021-01-01,2021,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3819
2010-01-01,2010,Crise cambial em Oriente Médio,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,3820
1987-01-01,1987,Inundação em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3821
2005-01-01,2005,Lançamento de Inteligência Artificial,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3822
1994-01-01,1994,Novo telescópio: Evento_3822,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,3823
1993-01-01,1993,Crise cambial em Oceania,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3824
2016-01-01,2016,Descoberta científica em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3825
2023-01-01,2023,Lançamento de Internet,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3826
2005-01-01,2005,Quebra da bolsa em Nova York,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,3827
2001-01-01,2001,Conflito armado na América do Norte,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3828
2001-01-01,2001,Crise internacional envolvendo Brasil e Coreia do Sul,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3829
1986-01-01,1986,Reforma política em América Central,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3830
2009-01-01,2009,Quebra da bolsa em Nova York,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3831
1998-01-01,1998,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3832
1950-01-01,1950,Reforma política em Sudeste Asiático,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3833
1979-01-01,1979,Colapso bancário em Reino Unido,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3834
1995-01-01,1995,Inundação em Europa,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3835
2020-01-01,2020,Recessão econômica global,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,3836
2024-01-01,2024,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3837
2007-01-01,2007,Movimento social em China,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3838
1994-01-01,1994,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3839
2017-01-01,2017,Programa de saúde pública em Brasil,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,3840
1973-01-01,1973,Reforma política em Oriente Médio,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,3841
1998-01-01,1998,Vacina desenvolvida para Tuberculose,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3842
2019-01-01,2019,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,3843
2017-01-01,2017,Crise cambial em Oriente Médio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3844
2008-01-01,2008,Golpe militar em Canadá,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3845
2001-01-01,2001,Colapso bancário em Coreia do Sul,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,3846
1988-01-01,1988,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3847
2012-01-01,2012,Mudança constitucional em Estados Unidos,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3848
1983-01-01,1983,Guerra em Ásia (1983),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3849
2003-01-01,2003,Quebra da bolsa em Cidade do México,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3850
1980-01-01,1980,Eleições presidenciais em Arábia Saudita,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3851
2004-01-01,2004,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,3852
1981-01-01,1981,Crise internacional envolvendo Coreia do Sul e Argentina,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3853
2021-01-01,2021,Reforma política em África,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3854
1964-01-01,1964,Quebra da bolsa em Pequim,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3855
2007-01-01,2007,Colapso bancário em Índia,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,3856
1905-01-01,1905,Colapso bancário em Arábia Saudita,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,3857
2022-01-01,2022,Furacão Evento_3857 atinge Sudeste Asiático,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3858
2009-01-01,2009,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3859
1956-01-01,1956,Invasão de Rússia,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3860
2022-01-01,2022,Quebra da bolsa em Tóquio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3861
2019-01-01,2019,Invasão de Rússia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3862
1905-01-01,1905,Lançamento de Carro elétrico,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,3863
2004-01-01,2004,Revolução em Canadá,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3864
2014-01-01,2014,Reforma política em América do Sul,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,3865
1905-01-01,1905,Revolução em México,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3866
2005-01-01,2005,Vacina desenvolvida para Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3867
2017-01-01,2017,Eleições presidenciais em China,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,3868
1971-01-01,1971,Inundação em América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3869
1956-01-01,1956,Inundação em Europa,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3870
1996-01-01,1996,Novo tratamento médico para Alzheimer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3871
1974-01-01,1974,Avanço tecnológico em Psicologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3872
2007-01-01,2007,Revolução em China,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3873
2022-01-01,2022,Avanço tecnológico em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3874
2016-01-01,2016,Crise financeira em América Central,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3875
2022-01-01,2022,Crise internacional envolvendo Coreia do Sul e Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3876
1970-01-01,1970,Eleições presidenciais em Alemanha,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3877
1920-01-01,1920,Revolução em Japão,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3878
2016-01-01,2016,Teoria revolucionária em Engenharia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,3879
1997-01-01,1997,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3880
2016-01-01,2016,Batalha de Rio de Janeiro (2016),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3881
2000-01-01,2000,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3882
1983-01-01,1983,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3883
2002-01-01,2002,Reforma política em Oceania,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3884
2018-01-01,2018,Vacina desenvolvida para Parkinson,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,3885
2008-01-01,2008,Movimento social em Canadá,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3886
1996-01-01,1996,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,3887
1996-01-01,1996,Vacina desenvolvida para Malária,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,3888
2000-01-01,2000,Acordo de paz em América do Norte,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3889
1952-01-01,1952,Conflito armado na Oriente Médio,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3890
2018-01-01,2018,Inflação alta em América do Sul,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,3891
2019-01-01,2019,Novo tratamento médico para Malária,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3892
1970-01-01,1970,Dívida soberana de Itália,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3893
2017-01-01,2017,Incêndio florestal em Ásia,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3894
2020-01-01,2020,Vacina desenvolvida para Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3895
1905-01-01,1905,Crise cambial em Europa,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3896
2011-01-01,2011,Golpe militar em Rússia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3897
1983-01-01,1983,Colapso bancário em Rússia,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,3898
2022-01-01,2022,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3899
1970-01-01,1970,Batalha de Berlim (1970),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3900
2019-01-01,2019,Descoberta científica em Engenharia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3901
1973-01-01,1973,Golpe militar em Argentina,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3902
1926-01-01,1926,Guerra em África (1926),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3903
2009-01-01,2009,Teoria revolucionária em Medicina,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,3904
2020-01-01,2020,Pandemia de Cardiovasculares,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3905
2017-01-01,2017,Descoberta sobre Câncer,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,3906
2000-01-01,2000,Crise cambial em América do Sul,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,3907
2001-01-01,2001,Quebra da bolsa em Cidade do México,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3908
2014-01-01,2014,Revolução em Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3909
1905-01-01,1905,Guerra em Europa (1905),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3910
1940-01-01,1940,Crise internacional envolvendo Argentina e Japão,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3911
2010-01-01,2010,Descoberta científica em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3912
1981-01-01,1981,Programa de saúde pública em Japão,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3913
1992-01-01,1992,Movimento social em Rússia,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,3914
2007-01-01,2007,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3915
1977-01-01,1977,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3916
2007-01-01,2007,Movimento social em Arábia Saudita,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3917
2016-01-01,2016,Reforma política em Sudeste Asiático,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,3918
1924-01-01,1924,Inundação em Oriente Médio,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3919
2003-01-01,2003,Mudança constitucional em Argentina,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3920
1974-01-01,1974,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,3921
2006-01-01,2006,Inundação em Oceania,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3922
1973-01-01,1973,Crise financeira em América do Norte,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3923
2015-01-01,2015,Avanço tecnológico em Medicina,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3924
2007-01-01,2007,Guerra em América do Norte (2007),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3925
2003-01-01,2003,Batalha de Sydney (2003),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3926
1988-01-01,1988,Crise internacional envolvendo Reino Unido e Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3927
2006-01-01,2006,Acordo de paz em África,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3928
1998-01-01,1998,Batalha de Londres (1998),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3929
2006-01-01,2006,Golpe militar em Arábia Saudita,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3930
1994-01-01,1994,Eleições presidenciais em Itália,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3931
2004-01-01,2004,Exploração de Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Médio,Synthetic_Historical_Dataset,3932
2010-01-01,2010,Guerra em África (2010),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3933
1968-01-01,1968,Pandemia de Malária,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,3934
2020-01-01,2020,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3935
1982-01-01,1982,Colapso bancário em Brasil,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,3936
1997-01-01,1997,Golpe militar em França,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3937
2003-01-01,2003,Avanço em cirurgia Cardíaca,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3938
1965-01-01,1965,Acordo de paz em Ásia,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3939
1957-01-01,1957,Revolução em Rússia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3940
2014-01-01,2014,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3941
2022-01-01,2022,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3942
1974-01-01,1974,Terremoto em Londres,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3943
1950-01-01,1950,Mudança constitucional em Índia,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3944
1905-01-01,1905,Furacão Evento_3944 atinge América do Sul,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3945
2002-01-01,2002,Seca prolongada em Oceania,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3946
2017-01-01,2017,Inundação em Europa,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3947
1950-01-01,1950,Inflação alta em América do Norte,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,3948
2010-01-01,2010,Movimento social em Alemanha,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3949
2017-01-01,2017,Crise financeira em África,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3950
1976-01-01,1976,Movimento social em Índia,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3951
1989-01-01,1989,Conflito armado na Oriente Médio,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3952
2014-01-01,2014,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3953
2023-01-01,2023,Reforma política em África,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3954
2003-01-01,2003,Seca prolongada em América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3955
2007-01-01,2007,Seca prolongada em Oriente Médio,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3956
1943-01-01,1943,Incêndio florestal em Oceania,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3957
1923-01-01,1923,Invasão de Canadá,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3958
2022-01-01,2022,Descoberta científica em Economia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3959
2020-01-01,2020,Crise cambial em Europa,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3960
2017-01-01,2017,Guerra em Europa (2017),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3961
1988-01-01,1988,Crise internacional envolvendo Espanha e Argentina,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3962
1983-01-01,1983,Novo tratamento médico para Alzheimer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3963
1987-01-01,1987,Teoria revolucionária em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3964
1934-01-01,1934,Teoria revolucionária em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3965
1948-01-01,1948,Movimento social em Austrália,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3966
1912-01-01,1912,Programa de saúde pública em Alemanha,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3967
1980-01-01,1980,Movimento social em Espanha,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3968
2002-01-01,2002,Descoberta científica em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3969
2024-01-01,2024,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3970
1969-01-01,1969,Exploração de Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,3971
2003-01-01,2003,Crise financeira em África,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3972
2012-01-01,2012,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3973
2010-01-01,2010,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,3974
2011-01-01,2011,Crise financeira em América Central,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3975
1998-01-01,1998,Crise financeira em Ásia,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,3976
2000-01-01,2000,Movimento social em México,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,3977
2003-01-01,2003,Dívida soberana de Arábia Saudita,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,3978
2014-01-01,2014,Teoria revolucionária em Medicina,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3979
2013-01-01,2013,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3980
2015-01-01,2015,Batalha de Rio de Janeiro (2015),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3981
2007-01-01,2007,Teoria revolucionária em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,3982
1972-01-01,1972,Furacão Evento_3982 atinge América do Sul,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3983
1978-01-01,1978,Novo tratamento médico para Tuberculose,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3984
1994-01-01,1994,Guerra em América do Sul (1994),Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,3985
2024-01-01,2024,Mudança constitucional em México,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3986
2023-01-01,2023,Avanço tecnológico em Medicina,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,3987
1988-01-01,1988,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,3988
1998-01-01,1998,Invasão de França,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3989
2020-01-01,2020,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,3990
1932-01-01,1932,Mudança constitucional em França,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,3991
1979-01-01,1979,Vacina desenvolvida para Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,3992
2023-01-01,2023,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3993
1990-01-01,1990,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3994
1922-01-01,1922,Novo tratamento médico para Câncer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,3995
1981-01-01,1981,Revolução em Alemanha,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,3996
1938-01-01,1938,Dívida soberana de Argentina,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,3997
2002-01-01,2002,Golpe militar em Coreia do Sul,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,3998
2015-01-01,2015,Inundação em Ásia,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,3999
2021-01-01,2021,Independência de Brasil,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4000
2016-01-01,2016,Terremoto em Sydney,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4001
2016-01-01,2016,Eleições presidenciais em Alemanha,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4002
1979-01-01,1979,Eleições presidenciais em Reino Unido,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4003
2021-01-01,2021,Crise cambial em Oriente Médio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4004
2015-01-01,2015,Conflito armado na Europa,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4005
1943-01-01,1943,Inflação alta em Europa,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4006
2022-01-01,2022,Avanço em cirurgia Cardíaca,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4007
1988-01-01,1988,Revolução em França,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,4008
1974-01-01,1974,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,4009
1951-01-01,1951,Movimento social em Brasil,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4010
1933-01-01,1933,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,4011
2015-01-01,2015,Acordo de paz em Ásia,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4012
1983-01-01,1983,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4013
1920-01-01,1920,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4014
1967-01-01,1967,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4015
